loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,start_date,status
19498,10886,124,Home Loan,456679.98,12.75,60,2022-06-08,Defaulted
19499,54852,76,Business Loan,1198895.16,10.45,36,2020-02-09,Active
19500,3710,66,Business Loan,161765.93,14.09,12,2019-05-16,Active
19501,10984,101,Auto Loan,211795.93,6.71,12,2012-10-06,Closed
19502,2806,55,Auto Loan,148133.42,9.5,120,2024-10-26,Closed
19503,4625,53,Home Loan,827615.92,14.18,180,2022-05-29,Active
19504,14689,18,Education Loan,1255207.66,6.52,36,2014-11-10,Closed
19505,15282,23,Home Loan,473204.36,9.66,84,2010-09-10,Active
19506,48855,78,Auto Loan,133641.87,11.61,24,2022-08-10,Active
19507,29132,138,Gold Loan,403848.68,15.51,240,2016-12-30,Active
19508,58967,62,Auto Loan,557739.14,7.55,36,2017-08-21,Active
19509,18623,61,Personal Loan,179708.61,8.3,36,2016-02-22,Active
19510,14261,18,Gold Loan,388052.31,10.09,240,2017-04-02,Active
19511,10175,118,Gold Loan,20581.36,11.7,240,2022-04-15,Closed
19512,9550,118,Business Loan,220315.1,15.62,12,2012-01-07,Closed
19513,15684,15,Auto Loan,33079.34,8.39,12,2014-09-27,Active
19514,530,44,Personal Loan,949125.74,16.33,60,2011-01-30,Active
19515,8722,28,Business Loan,2083987.64,11.59,12,2010-09-27,Active
19516,54151,130,Personal Loan,179996.5,7.35,240,2024-08-04,Active
19517,12999,33,Gold Loan,106464.82,12.15,84,2014-07-10,Written Off
19518,58934,7,Business Loan,120600.71,13.99,120,2019-09-16,Written Off
19519,49997,57,Home Loan,341758.66,15.12,120,2010-04-22,Active
19520,22974,138,Business Loan,257862.25,12.69,24,2018-02-12,Active
19521,57985,35,Business Loan,481171.64,9.61,120,2022-10-21,Closed
19522,58687,73,Education Loan,359808.09,12.2,12,2014-02-04,Written Off
19523,26487,34,Education Loan,600056.85,13.75,60,2010-07-02,Active
19524,50442,87,Home Loan,75680.82,8.66,60,2022-03-22,Active
19525,49073,148,Business Loan,446738.33,10.07,36,2018-01-22,Active
19526,29156,91,Business Loan,402172.64,8.54,180,2015-06-07,Active
19527,22294,105,Gold Loan,477486.99,16.32,120,2023-06-26,Written Off
19528,27709,3,Gold Loan,246691.6,14.44,60,2020-01-02,Active
19529,15427,8,Education Loan,1197006.87,15.05,120,2011-02-14,Active
19530,11092,16,Home Loan,87072.46,16.41,12,2023-05-23,Active
19531,8182,63,Auto Loan,179654.66,14.6,12,2011-12-16,Closed
19532,6504,143,Auto Loan,147880.08,12.91,12,2025-05-14,Closed
19533,24678,69,Personal Loan,1332745.33,8.98,12,2016-03-19,Closed
19534,8475,67,Gold Loan,142555.56,15.39,60,2020-06-02,Active
19535,29905,82,Auto Loan,1454800.7,12.88,240,2024-09-29,Closed
19536,44057,73,Gold Loan,171963.58,9.09,12,2024-01-16,Active
19537,4147,132,Gold Loan,94218.29,7.43,12,2017-03-01,Active
19538,57255,6,Home Loan,88155.9,11.61,60,2011-01-30,Closed
19539,5547,38,Home Loan,92623.82,14.81,84,2019-01-21,Active
19540,42289,66,Gold Loan,294453.78,11.28,12,2024-06-23,Closed
19541,27781,92,Personal Loan,1107237.12,9.44,60,2024-04-19,Active
19542,43050,100,Home Loan,374134.03,7.16,60,2021-11-11,Active
19543,14968,14,Personal Loan,89486.58,7.93,36,2023-12-29,Active
19544,50067,85,Personal Loan,582989.19,9.45,240,2025-02-07,Active
19545,48380,60,Education Loan,270398.06,10.63,60,2018-01-26,Active
19546,25135,28,Home Loan,572950.18,6.94,24,2013-12-14,Active
19547,36503,8,Business Loan,364913.23,11.89,84,2015-03-13,Defaulted
19548,30080,113,Gold Loan,1095635.06,12.29,24,2016-05-17,Active
19549,41187,80,Gold Loan,209387.92,9.38,60,2022-06-21,Closed
19550,35149,70,Auto Loan,505030.8,16.29,24,2023-01-10,Defaulted
19551,51914,31,Education Loan,627439.73,12.07,84,2012-07-28,Closed
19552,38471,42,Business Loan,589786.48,13.19,12,2018-06-18,Closed
19553,3067,77,Gold Loan,64178.88,6.9,180,2022-01-10,Active
19554,59622,104,Education Loan,443703.15,7.86,84,2013-08-13,Closed
19555,42854,34,Auto Loan,608933.71,11.52,180,2012-05-01,Active
19556,177,11,Home Loan,888666.07,7.72,24,2011-01-01,Active
19557,33093,129,Home Loan,291045.28,14.92,12,2023-08-31,Closed
19558,31989,108,Auto Loan,948226.09,9.53,36,2015-12-30,Active
19559,27825,28,Personal Loan,45562.77,15.18,84,2022-03-08,Closed
19560,52016,114,Education Loan,572913.36,14.34,60,2017-03-14,Active
19561,29216,8,Business Loan,283402.93,8.38,24,2017-12-26,Active
19562,19996,27,Auto Loan,176253.1,11.56,180,2024-06-11,Active
19563,5068,146,Auto Loan,374860.74,13.53,120,2020-03-23,Active
19564,15664,106,Home Loan,36927.57,9.07,120,2021-03-26,Closed
19565,24750,102,Education Loan,1057303.15,16.05,120,2018-09-16,Active
19566,42927,22,Personal Loan,40403.19,11.17,240,2012-09-16,Defaulted
19567,59715,87,Home Loan,1805059.74,9.48,84,2017-02-25,Defaulted
19568,29444,21,Home Loan,454903.24,8.22,12,2014-07-31,Closed
19569,24007,137,Education Loan,529333.87,15.65,12,2018-03-19,Closed
19570,33428,106,Personal Loan,180584.42,9.44,84,2012-07-12,Active
19571,42693,31,Gold Loan,108702.01,10.7,60,2016-12-09,Active
19572,37483,138,Auto Loan,650103.28,13.47,240,2010-04-10,Active
19573,54345,66,Home Loan,138013.16,11.38,12,2018-11-18,Active
19574,26254,127,Gold Loan,373484.48,15.74,240,2020-04-16,Active
19575,53214,15,Education Loan,354553.01,9.72,120,2017-01-16,Active
19576,5520,43,Gold Loan,633876.11,14.87,240,2017-05-03,Active
19577,22249,95,Personal Loan,445980.23,14.33,36,2022-08-16,Active
19578,19006,111,Business Loan,760768.42,8.99,24,2015-11-17,Active
19579,26527,32,Personal Loan,108995.29,16.08,120,2024-11-04,Closed
19580,47342,39,Business Loan,634014.04,10.4,180,2021-09-05,Active
19581,22372,19,Home Loan,41279.24,6.63,24,2019-02-04,Closed
19582,36386,44,Business Loan,548085.73,8.28,36,2014-05-06,Active
19583,18440,71,Education Loan,1005579.37,13.18,180,2010-05-23,Active
19584,11104,148,Home Loan,489203.42,12.99,120,2012-06-15,Defaulted
19585,32058,7,Business Loan,450973.39,10.75,84,2018-06-09,Active
19586,59744,112,Home Loan,182022.55,9.67,84,2012-11-17,Active
19587,58489,80,Auto Loan,195572.2,13.08,36,2012-12-15,Active
19588,33055,100,Home Loan,656966.44,13.67,180,2012-02-16,Closed
19589,55449,137,Education Loan,525153.63,15.6,60,2018-01-08,Active
19590,15244,99,Education Loan,718085.38,15.95,240,2022-08-22,Written Off
19591,36222,17,Business Loan,376969.1,12.43,24,2016-12-04,Closed
19592,2042,121,Auto Loan,181664.0,16.4,36,2011-12-07,Defaulted
19593,33317,9,Business Loan,187171.91,10.67,120,2022-11-24,Active
19594,21261,120,Education Loan,122315.51,14.36,36,2014-12-13,Defaulted
19595,1852,11,Education Loan,163126.69,12.15,12,2011-09-13,Closed
19596,3806,33,Education Loan,104390.81,12.5,12,2018-07-25,Active
19597,48654,64,Auto Loan,93085.17,11.61,24,2023-09-08,Closed
19598,11500,66,Auto Loan,595846.35,15.99,180,2023-03-30,Active
19599,23746,116,Business Loan,1004686.55,8.55,24,2017-06-03,Active
19600,22677,119,Personal Loan,228722.41,14.87,84,2012-08-13,Closed
19601,20742,23,Personal Loan,667819.17,13.49,12,2015-01-06,Defaulted
19602,45762,39,Gold Loan,142194.77,12.99,24,2012-06-06,Closed
19603,26601,7,Education Loan,363742.82,12.36,120,2014-01-12,Closed
19604,33880,35,Business Loan,209010.71,13.29,60,2018-03-29,Active
19605,37875,95,Personal Loan,216370.07,12.04,84,2021-11-29,Active
19606,36441,104,Business Loan,1246214.91,11.21,60,2016-01-25,Active
19607,47968,64,Personal Loan,201392.74,10.65,240,2023-04-03,Active
19608,9769,80,Business Loan,150765.65,8.8,60,2013-11-22,Written Off
19609,14557,73,Personal Loan,671670.69,10.1,84,2020-02-26,Active
19610,4072,29,Personal Loan,145417.88,11.11,12,2015-04-10,Active
19611,56573,39,Home Loan,1411326.06,11.45,60,2019-09-01,Active
19612,3585,79,Education Loan,289641.79,7.2,60,2016-11-24,Active
19613,37662,90,Gold Loan,1290039.07,7.85,84,2017-09-08,Active
19614,26776,145,Home Loan,844191.92,12.44,84,2022-03-11,Active
19615,55433,125,Auto Loan,33160.23,9.3,36,2020-01-30,Closed
19616,23560,63,Gold Loan,194505.67,8.74,24,2013-10-30,Closed
19617,58225,60,Home Loan,342226.99,15.04,84,2012-02-15,Active
19618,11462,109,Education Loan,514462.63,16.15,60,2024-10-01,Closed
19619,21431,106,Education Loan,224533.18,14.09,240,2020-11-07,Closed
19620,49299,9,Business Loan,550412.58,8.41,36,2023-01-31,Closed
19621,13557,100,Home Loan,578605.62,14.36,120,2025-02-11,Active
19622,27094,112,Auto Loan,692178.06,16.16,84,2015-05-08,Active
19623,9053,131,Personal Loan,664377.22,6.52,180,2013-05-02,Active
19624,29432,80,Education Loan,289163.89,9.44,12,2021-10-02,Closed
19625,13628,97,Home Loan,232406.85,11.54,120,2014-12-21,Active
19626,19694,110,Gold Loan,894243.06,6.7,180,2013-01-11,Defaulted
19627,48548,69,Gold Loan,147538.43,16.34,84,2023-09-14,Closed
19628,56157,20,Business Loan,473273.71,8.89,180,2017-04-18,Closed
19629,36327,69,Gold Loan,1412931.12,14.0,240,2010-01-09,Active
19630,14495,60,Business Loan,645089.68,6.59,84,2021-01-23,Active
19631,15144,34,Home Loan,98777.76,13.92,12,2015-10-23,Written Off
19632,58378,10,Business Loan,21365.72,7.45,60,2022-07-13,Closed
19633,32515,102,Education Loan,1079034.45,10.71,24,2017-12-11,Closed
19634,53543,25,Personal Loan,271696.22,6.68,240,2015-01-15,Closed
19635,42461,43,Gold Loan,709293.52,8.41,24,2010-10-04,Active
19636,38107,103,Home Loan,295278.32,10.77,12,2013-01-03,Active
19637,46850,66,Auto Loan,996797.37,7.93,240,2025-01-26,Active
19638,1907,17,Home Loan,248489.53,12.93,84,2019-05-27,Closed
19639,58074,72,Business Loan,148699.52,15.09,180,2016-10-14,Active
19640,12963,12,Gold Loan,36304.76,11.39,120,2013-03-14,Active
19641,38265,83,Auto Loan,178062.4,10.9,240,2023-12-01,Closed
19642,19056,82,Education Loan,129061.26,14.06,84,2024-10-15,Active
19643,36946,13,Gold Loan,121334.58,16.5,180,2025-05-29,Defaulted
19644,15364,70,Education Loan,359339.66,11.8,12,2022-06-06,Active
19645,3112,122,Personal Loan,726459.5,11.3,12,2016-03-24,Closed
19646,676,98,Personal Loan,53328.72,16.11,180,2016-08-02,Written Off
19647,28772,111,Auto Loan,447031.3,16.04,240,2023-01-26,Closed
19648,32815,126,Auto Loan,962759.64,8.75,36,2018-04-24,Closed
19649,46431,94,Business Loan,138420.07,15.99,24,2023-10-20,Defaulted
19650,53350,132,Education Loan,306956.36,12.66,240,2021-04-18,Active
19651,50391,127,Auto Loan,198284.52,12.85,60,2017-01-05,Active
19652,1162,110,Education Loan,34382.08,11.83,180,2023-01-15,Written Off
19653,3915,68,Business Loan,174824.51,6.91,12,2017-06-03,Active
19654,13008,100,Education Loan,227734.77,13.65,180,2017-10-12,Active
19655,34495,42,Education Loan,313874.06,9.42,120,2015-04-07,Active
19656,49650,25,Gold Loan,147245.67,7.33,84,2019-12-07,Written Off
19657,45060,87,Personal Loan,228836.21,12.74,60,2023-10-14,Defaulted
19658,21031,135,Business Loan,113354.6,11.08,12,2015-10-26,Closed
19659,53165,44,Personal Loan,268456.9,15.72,84,2011-03-27,Active
19660,42345,45,Business Loan,20245.07,9.64,24,2010-05-19,Closed
19661,5853,110,Business Loan,39169.31,13.21,180,2012-01-27,Closed
19662,12734,65,Gold Loan,99033.53,15.28,84,2014-06-04,Active
19663,23221,92,Home Loan,303315.69,7.97,36,2012-07-16,Active
19664,34545,125,Business Loan,24758.63,14.25,24,2023-12-05,Defaulted
19665,53466,69,Home Loan,600509.3,13.6,12,2010-09-22,Active
19666,22824,25,Home Loan,55764.73,12.7,120,2024-03-29,Active
19667,50962,13,Gold Loan,155482.34,10.03,120,2019-07-02,Active
19668,51356,18,Personal Loan,236539.35,15.7,240,2023-09-13,Closed
19669,53632,119,Education Loan,382737.96,9.76,12,2021-08-12,Active
19670,14639,46,Auto Loan,176851.95,12.36,240,2019-02-26,Closed
19671,19213,15,Home Loan,229662.03,7.39,24,2016-02-01,Active
19672,23762,132,Auto Loan,167086.64,13.73,180,2023-10-05,Active
19673,26370,6,Auto Loan,1598222.88,9.48,12,2016-10-11,Active
19674,59246,16,Auto Loan,204968.59,11.74,120,2010-06-29,Active
19675,41679,30,Business Loan,124200.54,13.85,84,2015-11-23,Active
19676,18897,53,Personal Loan,98191.25,8.88,84,2024-02-14,Written Off
19677,43250,23,Auto Loan,712545.44,8.09,60,2014-08-22,Active
19678,39213,40,Auto Loan,254527.37,9.04,120,2016-01-09,Active
19679,49780,44,Personal Loan,176602.24,9.78,12,2013-07-29,Written Off
19680,41318,94,Education Loan,129880.39,14.98,60,2024-12-03,Active
19681,2975,5,Education Loan,370921.07,12.09,60,2022-09-24,Active
19682,53675,100,Auto Loan,203736.9,16.11,24,2015-11-21,Active
19683,54085,70,Education Loan,704491.54,7.32,36,2019-03-04,Active
19684,56369,109,Home Loan,617431.55,15.37,240,2014-12-09,Active
19685,20168,103,Education Loan,1544588.31,7.5,24,2020-05-27,Active
19686,16168,53,Education Loan,79999.99,13.58,24,2014-07-14,Closed
19687,59206,126,Auto Loan,442560.68,9.56,12,2018-11-29,Active
19688,21180,127,Auto Loan,444518.99,11.22,120,2013-09-23,Active
19689,30375,118,Education Loan,187314.02,14.05,240,2017-05-31,Closed
19690,51308,8,Gold Loan,241368.17,6.69,12,2010-07-19,Closed
19691,16175,122,Business Loan,1175155.84,12.78,180,2025-04-09,Active
19692,11459,66,Business Loan,110537.59,10.85,240,2017-12-01,Active
19693,37273,33,Auto Loan,722570.61,12.53,240,2015-11-29,Active
19694,54781,150,Personal Loan,192854.38,7.07,24,2016-09-10,Written Off
19695,35177,107,Education Loan,92962.88,7.86,180,2018-11-12,Active
19696,5448,110,Personal Loan,370543.07,13.78,120,2013-05-18,Active
19697,8817,136,Gold Loan,617284.9,9.84,180,2025-04-18,Active
19698,50933,140,Auto Loan,462166.26,8.22,36,2010-11-09,Active
19699,53422,137,Personal Loan,370450.98,7.87,240,2014-11-22,Closed
19700,23031,134,Home Loan,440988.56,16.19,240,2014-01-13,Defaulted
19701,58052,101,Business Loan,706096.77,14.85,12,2017-09-29,Active
19702,49084,113,Personal Loan,53437.03,8.11,180,2018-01-28,Active
19703,39600,64,Home Loan,283470.39,11.33,240,2020-09-11,Active
19704,25710,29,Business Loan,638160.28,16.24,240,2020-09-26,Defaulted
19705,44803,120,Business Loan,1390923.63,7.27,120,2018-06-30,Closed
19706,16064,127,Business Loan,193209.92,8.63,12,2023-03-11,Defaulted
19707,33471,142,Business Loan,47574.08,15.72,120,2012-01-06,Active
19708,815,68,Business Loan,587061.01,6.93,84,2019-04-07,Active
19709,1133,129,Personal Loan,1115868.31,12.86,84,2016-12-07,Active
19710,8565,90,Personal Loan,120934.17,12.22,36,2024-04-14,Active
19711,32151,55,Business Loan,71404.59,15.27,240,2012-01-08,Active
19712,7836,84,Business Loan,935729.12,7.87,12,2022-08-04,Active
19713,40395,28,Personal Loan,214068.55,9.6,24,2018-09-21,Active
19714,13859,35,Business Loan,136025.25,14.24,120,2019-03-15,Closed
19715,14110,74,Home Loan,64579.29,12.1,24,2012-04-07,Active
19716,52188,142,Auto Loan,103950.83,8.24,120,2012-09-03,Active
19717,10514,37,Education Loan,52061.43,11.38,84,2012-02-23,Closed
19718,57611,60,Business Loan,73359.79,13.92,12,2011-03-30,Defaulted
19719,55900,108,Personal Loan,322456.01,15.8,120,2018-01-18,Active
19720,57978,79,Personal Loan,415331.06,7.5,60,2016-07-03,Closed
19721,49783,3,Home Loan,355200.82,8.02,12,2010-04-12,Closed
19722,18771,28,Gold Loan,211599.2,12.4,240,2019-02-03,Active
19723,34763,128,Business Loan,329645.43,14.26,240,2013-01-06,Closed
19724,18245,92,Gold Loan,1231176.3,6.65,84,2024-03-20,Active
19725,19027,94,Personal Loan,374918.18,14.97,12,2017-07-09,Defaulted
19726,20167,127,Personal Loan,2915846.26,13.82,180,2018-10-04,Active
19727,44006,109,Personal Loan,60138.0,16.43,36,2015-10-08,Active
19728,32017,79,Home Loan,39752.19,11.94,180,2021-07-10,Closed
19729,24658,107,Personal Loan,34109.88,10.85,84,2014-03-17,Active
19730,34299,115,Business Loan,392554.27,10.75,12,2025-01-06,Defaulted
19731,45166,4,Gold Loan,149020.23,7.25,36,2017-07-09,Closed
19732,27049,129,Home Loan,431759.93,12.79,60,2011-07-17,Active
19733,26859,38,Gold Loan,40027.59,8.34,84,2011-10-08,Active
19734,47273,36,Home Loan,252164.74,10.22,60,2010-08-14,Active
19735,20801,136,Education Loan,526699.03,15.39,180,2023-05-01,Active
19736,16782,3,Business Loan,435025.4,10.5,240,2015-05-18,Active
19737,17178,116,Auto Loan,761257.9,13.43,84,2018-12-13,Active
19738,43993,100,Education Loan,58173.25,8.5,60,2013-06-02,Defaulted
19739,51894,87,Auto Loan,93658.76,7.5,36,2023-07-02,Closed
19740,41065,82,Auto Loan,62039.74,9.97,240,2024-09-07,Active
19741,31526,39,Auto Loan,305694.25,7.54,120,2024-04-24,Active
19742,28426,94,Auto Loan,357793.14,13.65,180,2014-03-23,Active
19743,22913,2,Gold Loan,87569.76,12.37,84,2013-11-20,Closed
19744,50143,102,Auto Loan,178051.83,13.62,60,2025-02-04,Active
19745,40154,90,Business Loan,199229.51,11.79,24,2025-03-04,Active
19746,57838,36,Business Loan,178034.5,11.39,120,2017-10-28,Defaulted
19747,23840,73,Education Loan,172169.45,14.72,240,2022-06-24,Active
19748,41522,39,Business Loan,554017.03,15.62,12,2023-08-28,Active
19749,39823,56,Education Loan,1528955.96,8.32,60,2023-10-05,Closed
19750,57175,144,Business Loan,30413.82,8.68,240,2019-03-26,Active
19751,4609,2,Gold Loan,1268445.57,14.42,84,2019-11-19,Defaulted
19752,18017,89,Business Loan,561863.48,10.85,12,2011-04-17,Closed
19753,35507,67,Business Loan,228417.91,14.85,84,2013-03-05,Active
19754,45493,49,Auto Loan,410589.42,13.91,60,2016-11-15,Closed
19755,40566,109,Auto Loan,1011460.81,11.07,24,2020-07-09,Defaulted
19756,21603,126,Auto Loan,70097.25,12.21,12,2019-03-13,Closed
19757,2756,143,Business Loan,868688.65,16.03,120,2013-11-28,Closed
19758,55547,128,Gold Loan,488810.27,13.75,24,2010-08-19,Closed
19759,59534,148,Home Loan,176684.29,6.94,240,2022-02-11,Defaulted
19760,4512,3,Gold Loan,749191.32,10.7,180,2018-01-07,Active
19761,48644,86,Gold Loan,140292.14,10.83,240,2017-05-10,Active
19762,27226,87,Education Loan,725313.74,13.19,240,2013-08-08,Active
19763,42625,134,Auto Loan,51985.05,14.79,240,2024-06-12,Defaulted
19764,30744,56,Business Loan,147682.48,13.37,24,2013-07-25,Active
19765,57097,149,Gold Loan,299387.03,9.29,240,2017-09-22,Active
19766,7231,87,Gold Loan,1194892.5,11.71,240,2023-12-20,Defaulted
19767,11004,12,Business Loan,188885.47,10.06,24,2010-09-28,Written Off
19768,34762,97,Education Loan,244402.68,15.41,36,2023-08-22,Active
19769,38272,133,Personal Loan,265128.76,9.64,180,2019-10-22,Closed
19770,44660,56,Education Loan,155740.05,14.92,24,2015-11-18,Defaulted
19771,7500,33,Business Loan,4016132.25,13.77,12,2013-08-18,Active
19772,23340,33,Home Loan,62343.58,14.51,36,2015-12-08,Closed
19773,43878,145,Gold Loan,213390.62,12.39,240,2012-07-30,Defaulted
19774,32562,65,Gold Loan,176149.29,12.84,12,2025-02-27,Active
19775,50153,45,Personal Loan,61597.68,7.55,24,2017-11-07,Closed
19776,16786,1,Gold Loan,106089.11,12.23,84,2024-12-05,Active
19777,8862,85,Gold Loan,295025.73,16.0,24,2018-04-24,Closed
19778,44599,27,Personal Loan,886977.62,14.13,60,2023-01-25,Active
19779,19174,100,Education Loan,156289.8,14.74,60,2012-04-18,Active
19780,57574,62,Education Loan,728742.82,13.89,84,2025-04-07,Active
19781,29955,64,Personal Loan,70751.5,13.88,120,2014-01-17,Active
19782,2080,89,Home Loan,1854416.92,14.54,36,2012-11-13,Active
19783,56100,110,Home Loan,458952.67,15.9,240,2024-04-29,Closed
19784,24254,19,Business Loan,105526.51,13.2,120,2019-07-17,Active
19785,48760,60,Education Loan,278727.72,16.47,12,2023-12-12,Closed
19786,46129,38,Education Loan,2608750.27,6.84,24,2012-02-26,Active
19787,42046,39,Business Loan,198057.15,12.48,120,2025-05-12,Active
19788,47182,136,Auto Loan,1244980.78,9.77,84,2015-03-31,Active
19789,52,129,Business Loan,291005.83,15.41,180,2014-01-23,Active
19790,54815,86,Auto Loan,248029.68,10.66,24,2015-01-08,Active
19791,56060,43,Personal Loan,127271.19,13.53,60,2013-12-18,Active
19792,8404,54,Gold Loan,46508.57,11.96,36,2011-06-13,Active
19793,19019,85,Personal Loan,1607068.86,15.69,240,2016-01-12,Active
19794,31598,62,Business Loan,600539.24,15.68,24,2010-10-05,Closed
19795,26582,75,Home Loan,82733.5,10.46,240,2012-12-23,Closed
19796,26235,74,Personal Loan,51947.9,11.16,240,2019-05-19,Closed
19797,10548,71,Business Loan,78975.55,6.9,84,2019-07-11,Defaulted
19798,52284,126,Home Loan,37857.44,11.08,180,2011-12-26,Closed
19799,5099,115,Personal Loan,326017.62,8.14,180,2020-09-14,Active
19800,49219,94,Home Loan,40021.6,9.34,84,2013-08-08,Closed
19801,18428,18,Gold Loan,652215.1,12.03,84,2011-06-09,Written Off
19802,53041,51,Auto Loan,155238.76,14.87,24,2018-11-14,Active
19803,45620,1,Home Loan,360033.59,9.74,240,2022-11-04,Active
19804,27439,4,Education Loan,1161835.46,15.76,240,2015-08-08,Active
19805,34076,134,Auto Loan,323616.27,16.45,36,2020-11-23,Active
19806,35388,147,Auto Loan,404760.8,15.7,24,2021-03-13,Defaulted
19807,39300,62,Auto Loan,126764.61,9.94,180,2012-06-09,Active
19808,39840,116,Personal Loan,920116.78,8.62,240,2019-08-07,Closed
19809,31035,22,Home Loan,492550.31,11.2,12,2016-04-14,Closed
19810,38662,48,Gold Loan,273756.56,16.41,12,2020-07-16,Active
19811,26803,144,Personal Loan,429077.54,8.56,60,2020-05-11,Active
19812,24232,138,Education Loan,682291.98,13.58,120,2016-03-31,Defaulted
19813,11195,106,Education Loan,67786.9,8.28,180,2017-07-12,Defaulted
19814,46826,126,Home Loan,252520.15,7.09,12,2017-02-09,Active
19815,30596,136,Home Loan,986984.66,13.38,120,2016-09-12,Active
19816,51412,43,Personal Loan,83069.7,10.36,12,2010-08-01,Active
19817,45671,75,Personal Loan,43902.6,13.44,12,2011-01-31,Closed
19818,24553,26,Home Loan,964326.01,15.55,84,2024-12-01,Active
19819,37443,6,Home Loan,341899.28,9.1,60,2010-05-16,Active
19820,53228,36,Auto Loan,1438941.14,9.27,120,2024-10-01,Active
19821,3211,142,Personal Loan,348108.74,15.66,60,2017-06-20,Active
19822,945,137,Auto Loan,388174.58,13.9,84,2017-11-15,Active
19823,15076,119,Auto Loan,150888.49,13.87,60,2013-11-06,Closed
19824,33630,131,Auto Loan,213150.98,8.03,12,2020-05-31,Active
19825,31957,96,Auto Loan,253870.79,15.72,24,2020-12-22,Active
19826,30870,11,Personal Loan,317933.7,6.86,240,2023-01-01,Active
19827,23042,104,Personal Loan,775855.49,10.5,84,2010-04-11,Active
19828,32465,108,Home Loan,495403.09,8.22,60,2013-12-30,Defaulted
19829,49097,121,Personal Loan,188675.27,15.37,24,2020-02-18,Closed
19830,27964,129,Education Loan,76105.59,8.01,12,2015-04-26,Active
19831,40325,101,Gold Loan,118987.28,9.56,84,2017-11-07,Written Off
19832,50037,108,Gold Loan,55761.14,14.33,180,2010-01-16,Active
19833,2884,117,Business Loan,22748.28,14.2,36,2012-05-14,Active
19834,1131,122,Personal Loan,152429.93,11.07,12,2023-10-30,Active
19835,55447,125,Auto Loan,135745.13,13.92,120,2023-08-19,Active
19836,35421,27,Education Loan,1082893.64,10.96,120,2020-02-24,Active
19837,57841,60,Gold Loan,105252.03,14.1,240,2024-01-25,Active
19838,44692,22,Gold Loan,158259.67,8.56,180,2017-09-18,Active
19839,7005,7,Business Loan,360448.73,11.89,12,2015-05-13,Closed
19840,13342,3,Gold Loan,332485.31,15.81,120,2013-10-17,Active
19841,53149,116,Home Loan,342014.37,11.51,120,2016-06-30,Active
19842,31150,87,Home Loan,434583.51,15.03,60,2011-12-21,Active
19843,16805,52,Auto Loan,716265.32,16.11,84,2020-09-08,Active
19844,7686,84,Personal Loan,579628.56,13.86,240,2019-06-20,Active
19845,7328,148,Personal Loan,492485.8,14.44,12,2019-10-22,Closed
19846,26826,42,Personal Loan,1004517.06,7.65,12,2017-07-18,Defaulted
19847,3683,38,Education Loan,545821.38,12.35,84,2017-09-09,Active
19848,26168,149,Gold Loan,41829.01,7.68,60,2013-11-26,Active
19849,2063,57,Personal Loan,458942.3,7.06,36,2023-06-27,Active
19850,20607,45,Home Loan,192382.55,14.1,24,2019-11-11,Active
19851,57067,80,Business Loan,430891.79,14.87,36,2010-06-09,Active
19852,22663,125,Gold Loan,130617.89,15.47,180,2023-03-27,Active
19853,23206,135,Personal Loan,349012.63,8.58,84,2021-01-23,Closed
19854,44718,32,Education Loan,428318.11,7.67,120,2024-11-18,Active
19855,30913,100,Auto Loan,772155.55,14.06,24,2012-11-06,Closed
19856,36251,9,Education Loan,41663.62,13.82,36,2021-05-12,Active
19857,7165,119,Auto Loan,445798.58,16.36,60,2010-01-03,Closed
19858,44851,28,Personal Loan,416368.62,13.58,12,2020-02-26,Active
19859,42230,42,Auto Loan,34365.87,9.07,60,2013-02-23,Written Off
19860,16379,147,Education Loan,2027337.67,13.64,84,2017-05-09,Closed
19861,47700,4,Home Loan,556520.33,14.86,84,2012-05-11,Active
19862,38919,149,Business Loan,227670.49,13.9,240,2017-02-24,Active
19863,28551,136,Education Loan,392305.91,10.42,180,2011-02-08,Active
19864,9264,146,Gold Loan,841009.96,15.93,60,2011-10-16,Active
19865,14979,106,Gold Loan,284591.59,7.91,24,2023-11-10,Active
19866,27492,76,Home Loan,344609.4,7.78,180,2015-10-15,Written Off
19867,18735,97,Education Loan,635866.01,10.88,120,2014-12-24,Closed
19868,2030,63,Business Loan,203568.64,15.28,240,2015-06-21,Active
19869,55550,128,Home Loan,288315.07,16.19,24,2016-11-17,Active
19870,33680,96,Gold Loan,254041.32,7.82,84,2018-07-03,Active
19871,15790,101,Auto Loan,710814.06,13.27,84,2017-10-29,Active
19872,23606,111,Gold Loan,104540.28,7.08,24,2020-01-26,Active
19873,34724,52,Business Loan,69456.28,14.47,120,2017-09-15,Defaulted
19874,17435,138,Personal Loan,57612.58,12.19,120,2014-10-18,Closed
19875,56251,134,Auto Loan,413320.67,14.07,240,2022-03-27,Active
19876,8941,28,Personal Loan,146689.46,13.08,60,2023-01-09,Active
19877,4315,68,Personal Loan,241574.85,7.43,60,2018-09-25,Active
19878,44092,12,Personal Loan,91548.8,16.3,60,2013-02-14,Active
19879,3266,77,Business Loan,185346.73,11.67,240,2019-07-10,Defaulted
19880,11125,49,Gold Loan,26331.29,13.65,24,2019-04-23,Closed
19881,29160,45,Education Loan,438803.08,12.44,24,2010-03-20,Active
19882,51917,18,Gold Loan,90928.42,14.72,24,2023-05-10,Closed
