Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PlayerID,AstPer90,G+APer90,GlsPer90,G-PKPer90,G+A-PKPer90,SecondPos
448,Moumi Ngamaleu,MF,cm Cameroon,27,1.ru Dynamo Moskva,1994,2,1,95,1.1,0,0,0,0,0,0,0,0,0193a8bf,0.0,0.0,0.0,0.0,0.0,N/A
449,Jerome Ngom Mbekeli,MF,cm Cameroon,23,1.cm Colombe Sportive du Dja et Lobo,1998,1,0,5,0.1,0,0,0,0,0,0,0,0,32bb1138,0.0,0.0,0.0,0.0,0.0,N/A
450,Nicolas Nkoulou,DF,cm Cameroon,32,1.gr Aris,1990,2,2,180,2.0,0,1,1,0,0,0,1,0,93cf32a8,0.5,0.5,0.0,0.0,0.5,N/A
451,Andries Noppert,GK,nl Netherlands,28,1.nl Heerenveen,1994,5,5,480,5.3,0,0,0,0,0,0,0,0,2dc9d6fb,0.0,0.0,0.0,0.0,0.0,N/A
452,Ahmad Nourollahi,MF,ir IR Iran,29,1.ae Al-Ahli Dubai FC,1993,3,3,223,2.5,0,0,0,0,0,0,0,0,2c5273b8,0.0,0.0,0.0,0.0,0.0,N/A
453,Olivier Ntcham,MF,cm Cameroon,26,2.eng Swansea City,1996,1,0,25,0.3,0,0,0,0,0,0,0,0,6554bb97,0.0,0.0,0.0,0.0,0.0,N/A
454,Matheus Nunes,MF,pt Portugal,23,1.eng Wolves,1998,2,1,73,0.8,0,0,0,0,0,0,0,0,e6af02e0,0.0,0.0,0.0,0.0,0.0,N/A
455,Darwin Núñez,FW,uy Uruguay,22,1.eng Liverpool,1999,3,3,240,2.7,0,0,0,0,0,0,1,0,4d77b365,0.0,0.0,0.0,0.0,0.0,N/A
456,Christian Nørgaard,MF,dk Denmark,28,1.eng Brentford,1994,1,0,6,0.1,0,0,0,0,0,0,0,0,df0a4c90,0.0,0.0,0.0,0.0,0.0,N/A
457,Guillermo Ochoa,GK,mx Mexico,36,1.mx América,1985,3,3,270,3.0,0,0,0,0,0,0,0,0,1e9bde92,0.0,0.0,0.0,0.0,0.0,N/A
458,Denis Odoi,DF,gh Ghana,34,1.be Club Brugge,1988,1,0,13,0.1,0,0,0,0,0,0,0,0,f7750aa0,0.0,0.0,0.0,0.0,0.0,MF
459,Noah Okafor,FW,ch Switzerland,22,1.at RB Salzburg,2000,3,0,45,0.5,0,0,0,0,0,0,0,0,ca607d59,0.0,0.0,0.0,0.0,0.0,MF
460,Mathías Olivera,DF,uy Uruguay,24,1.it Napoli,1997,3,3,253,2.8,0,0,0,0,0,0,1,0,41c12f75,0.0,0.0,0.0,0.0,0.0,MF
461,Dani Olmo,FW,es Spain,24,1.de RB Leipzig,1998,4,4,367,4.1,1,1,2,1,0,0,0,0,ae44e8e2,0.25,0.49,0.25,0.25,0.49,N/A
462,Amadou Onana,MF,be Belgium,20,1.eng Everton,2001,2,1,104,1.2,0,0,0,0,0,0,2,0,828657ff,0.0,0.0,0.0,0.0,0.0,N/A
463,André Onana,GK,cm Cameroon,26,1.it Inter,1996,1,1,80,0.9,0,0,0,0,0,0,0,0,e9c0c1b2,0.0,0.0,0.0,0.0,0.0,N/A
464,Gaël Ondoua,MF,cm Cameroon,26,2.de Hannover 96,1995,2,0,47,0.5,0,0,0,0,0,0,0,0,7c41b738,0.0,0.0,0.0,0.0,0.0,N/A
465,Loïs Openda,FW,be Belgium,22,1.fr Lens,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,8652a85c,0.0,0.0,0.0,0.0,0.0,N/A
466,Mislav Oršić,MF,hr Croatia,29,1.hr Dinamo Zagreb,1992,6,1,162,1.8,1,2,3,1,0,0,0,0,ee950928,1.11,1.67,0.56,0.56,1.67,N/A
467,Jonathan Osorio,MF,ca Canada,30,1.us Toronto FC,1992,3,1,119,1.3,0,0,0,0,0,0,1,0,70106ff6,0.0,0.0,0.0,0.0,0.0,N/A
468,Nicolás Otamendi,DF,ar Argentina,34,1.pt Benfica,1988,7,7,690,7.7,0,1,1,0,0,0,2,0,0d267745,0.13,0.13,0.0,0.0,0.13,N/A
469,Otávio,MF,pt Portugal,27,1.pt Porto,1995,3,3,196,2.2,0,0,0,0,0,0,0,0,28b1f3ce,0.0,0.0,0.0,0.0,0.0,N/A
470,Samuel Oum Gouet,MF,cm Cameroon,24,1.be Mechelen,1997,2,1,100,1.1,0,0,0,0,0,0,0,0,b82359be,0.0,0.0,0.0,0.0,0.0,N/A
471,Azzedine Ounahi,MF,ma Morocco,22,1.fr Angers,2000,7,6,568,6.3,0,0,0,0,0,0,1,0,83299cc0,0.0,0.0,0.0,0.0,0.0,N/A
472,Bryan Oviedo,DF,cr Costa Rica,32,1.us Real Salt Lake,1990,3,3,260,2.9,0,0,0,0,0,0,0,0,31faf295,0.0,0.0,0.0,0.0,0.0,N/A
473,Mohammed Al-Owais,GK,sa Saudi Arabia,30,1.sa Al-Hilal,1991,3,3,270,3.0,0,0,0,0,0,0,1,0,f2c060c6,0.0,0.0,0.0,0.0,0.0,N/A
474,Juan Pablo Vargas,DF,cr Costa Rica,27,1.co Millonarios,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,e22564a0,0.0,0.0,0.0,0.0,0.0,N/A
475,Exequiel Palacios,DF,ar Argentina,23,1.de Leverkusen,1998,3,0,50,0.6,0,0,0,0,0,0,0,0,e82adcab,0.0,0.0,0.0,0.0,0.0,MF
476,João Palhinha,MF,pt Portugal,26,1.eng Fulham,1995,3,0,38,0.4,0,0,0,0,0,0,0,0,a78ff07f,0.0,0.0,0.0,0.0,0.0,N/A
477,Lucas Paquetá,MF,br Brazil,24,1.eng West Ham,1997,4,4,314,3.5,1,1,2,1,0,0,0,0,9b6f7fd5,0.29,0.57,0.29,0.29,0.57,N/A
478,Leandro Paredes,MF,ar Argentina,27,1.it Juventus,1994,5,2,225,2.5,0,0,0,0,0,0,2,0,dff153a4,0.0,0.0,0.0,0.0,0.0,N/A
479,Thomas Partey,MF,gh Ghana,29,1.eng Arsenal,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,529f49ab,0.0,0.0,0.0,0.0,0.0,N/A
480,Mario Pašalić,FW,hr Croatia,27,1.it Atalanta,1995,7,2,271,3.0,0,0,0,0,0,0,0,0,e599253a,0.0,0.0,0.0,0.0,0.0,N/A
481,Benjamin Pavard,DF,fr France,26,1.de Bayern Munich,1996,1,1,88,1.0,0,0,0,0,0,0,0,0,45a03961,0.0,0.0,0.0,0.0,0.0,N/A
482,Strahinja Pavlović,DF,rs Serbia,21,1.at RB Salzburg,2001,3,3,235,2.6,1,0,1,1,0,0,2,0,25146df0,0.0,0.38,0.38,0.38,0.38,N/A
483,Pedri,MF,es Spain,19,1.es Barcelona,2002,4,4,356,4.0,0,0,0,0,0,0,0,0,0d9b2d31,0.0,0.0,0.0,0.0,0.0,N/A
484,Pedro,FW,br Brazil,24,1.br Flamengo,1997,2,0,64,0.7,0,0,0,0,0,0,0,0,1ab6fad3,0.0,0.0,0.0,0.0,0.0,N/A
485,Facundo Pellistri,MF,uy Uruguay,20,1.eng Manchester Utd,2001,3,2,181,2.0,0,0,0,0,0,0,0,0,ac7e7b1c,0.0,0.0,0.0,0.0,0.0,FW
486,Pepe,DF,pt Portugal,39,1.pt Porto,1983,4,4,360,4.0,1,0,1,1,0,0,0,0,c906ce0f,0.0,0.25,0.25,0.25,0.25,N/A
487,Danilo Pereira,DF,pt Portugal,30,1.fr PSG,1991,1,1,90,1.0,0,0,0,0,0,0,1,0,8fd9996f,0.0,0.0,0.0,0.0,0.0,N/A
488,Ivan Perišić,FW,hr Croatia,33,1.eng Tottenham,1989,7,7,669,7.4,1,3,4,1,0,0,0,0,6fe90922,0.4,0.54,0.13,0.13,0.54,MF
489,Bruno Petković,FW,hr Croatia,27,1.hr Dinamo Zagreb,1994,6,1,234,2.6,1,0,1,1,0,0,1,0,24228180,0.0,0.38,0.38,0.38,0.38,N/A
490,Germán Pezzella,DF,ar Argentina,30,1.es Real Betis,1991,3,0,60,0.7,0,0,0,0,0,0,1,0,8c725b43,0.0,0.0,0.0,0.0,0.0,N/A
491,Kalvin Phillips,DF,eng England,26,1.eng Manchester City,1995,2,0,42,0.5,0,1,1,0,0,0,0,0,4f565d77,2.14,2.14,0.0,0.0,2.14,MF
492,Krzysztof Piątek,FW,pl Poland,26,1.it Salernitana,1995,2,0,28,0.3,0,0,0,0,0,0,0,0,17f3620a,0.0,0.0,0.0,0.0,0.0,N/A
493,Jordan Pickford,GK,eng England,28,1.eng Everton,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,4806ec67,0.0,0.0,0.0,0.0,0.0,N/A
494,Orbelín Pineda,MF,mx Mexico,26,1.gr AEK Athens,1996,1,1,76,0.8,0,0,0,0,0,0,0,0,411fabd7,0.0,0.0,0.0,0.0,0.0,N/A
495,Gonzalo Plata,FW,ec Ecuador,21,1.es Valladolid,2000,3,3,269,3.0,0,0,0,0,0,0,0,0,54bcdeb0,0.0,0.0,0.0,0.0,0.0,MF
496,Jackson Porozo,DF,ec Ecuador,21,1.fr Troyes,2000,2,1,96,1.1,0,0,0,0,0,0,0,0,7d704e92,0.0,0.0,0.0,0.0,0.0,N/A
497,Morteza Pouraliganji,DF,ir IR Iran,30,1.ir Persepolis,1992,3,3,270,3.0,0,0,0,0,0,0,1,0,2c2066f4,0.0,0.0,0.0,0.0,0.0,N/A
498,Ángelo Preciado,DF,ec Ecuador,24,1.be Genk,1998,3,3,264,2.9,0,1,1,0,0,0,0,0,eadc8e4f,0.34,0.34,0.0,0.0,0.34,MF
499,Christian Pulisic,FW,us United States,23,1.eng Chelsea,1998,4,4,315,3.5,1,2,3,1,0,0,0,0,1bf33a9a,0.57,0.86,0.29,0.29,0.86,MF
500,Adrien Rabiot,MF,fr France,27,1.it Juventus,1995,6,5,483,5.4,1,1,2,1,0,0,1,0,8794e251,0.19,0.37,0.19,0.19,0.37,N/A
501,Nemanja Radonjić,FW,rs Serbia,26,1.it Torino,1996,3,0,60,0.7,0,0,0,0,0,0,0,0,0630eb63,0.0,0.0,0.0,0.0,0.0,MF
502,Abdul Rahman Baba,MF,gh Ghana,27,2.eng Reading,1994,3,2,183,2.0,0,0,0,0,0,0,0,0,e4086af3,0.0,0.0,0.0,0.0,0.0,DF
503,Gonçalo Ramos,FW,pt Portugal,20,1.pt Benfica,2001,4,2,152,1.7,3,1,4,3,0,0,0,0,f63cda26,0.59,2.37,1.78,1.78,2.37,N/A
504,Aaron Ramsey,MF,wls Wales,31,1.fr Nice,1990,3,3,266,3.0,0,0,0,0,0,0,1,0,ef619b0b,0.0,0.0,0.0,0.0,0.0,N/A
505,Raphinha,FW,br Brazil,25,1.es Barcelona,1996,5,4,315,3.5,0,1,1,0,0,0,0,0,3423f250,0.29,0.29,0.0,0.0,0.29,MF
506,Marcus Rashford,MF,eng England,24,1.eng Manchester Utd,1997,5,1,140,1.6,3,0,3,3,0,0,0,0,a1d5bd30,0.0,1.93,1.93,1.93,1.93,N/A
507,David Raum,DF,de Germany,24,1.de RB Leipzig,1998,3,3,242,2.7,0,1,1,0,0,0,0,0,7d450ed3,0.37,0.37,0.0,0.0,0.37,N/A
508,Bassam Al-Rawi,DF,qa Qatar,24,1.qa Al Duhail SC,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,d59acc5e,0.0,0.0,0.0,0.0,0.0,N/A
509,Tim Ream,DF,us United States,34,1.eng Fulham,1987,4,4,360,4.0,0,0,0,0,0,0,1,0,28b40c9c,0.0,0.0,0.0,0.0,0.0,N/A
510,Djorkaeff Reasco,FW,ec Ecuador,23,1.ar Newell's,1999,1,0,27,0.3,0,0,0,0,0,0,0,0,5d7b7f0e,0.0,0.0,0.0,0.0,0.0,N/A
511,Gio Reyna,MF,us United States,19,1.de Dortmund,2002,2,0,53,0.6,0,0,0,0,0,0,0,0,7fa4e703,0.0,0.0,0.0,0.0,0.0,N/A
512,Ramin Rezaeian,DF,ir IR Iran,32,1.ir Sepahan,1990,2,2,180,2.0,1,0,1,1,0,0,1,0,c0ae3446,0.0,0.5,0.5,0.5,0.5,N/A
513,Everton Ribeiro,MF,br Brazil,33,1.br Flamengo,1989,1,0,36,0.4,0,0,0,0,0,0,0,0,68fb50a2,0.0,0.0,0.0,0.0,0.0,N/A
514,Declan Rice,MF,eng England,23,1.eng West Ham,1999,5,5,417,4.6,0,0,0,0,0,0,0,0,1c7012b8,0.0,0.0,0.0,0.0,0.0,N/A
515,Richarlison,FW,br Brazil,25,1.eng Tottenham,1997,4,4,323,3.6,3,0,3,3,0,0,0,0,fa031b34,0.0,0.84,0.84,0.84,0.84,N/A
516,Fabian Rieder,MF,ch Switzerland,20,1.ch Young Boys,2002,2,1,68,0.8,0,0,0,0,0,0,1,0,c2bd8585,0.0,0.0,0.0,0.0,0.0,N/A
517,Ró-Ró,DF,qa Qatar,31,1.qa Al Sadd,1990,3,3,262,2.9,0,0,0,0,0,0,0,0,8735fe66,0.0,0.0,0.0,0.0,0.0,MF
518,Connor Roberts,MF,wls Wales,26,2.eng Burnley,1995,3,2,200,2.2,0,0,0,0,0,0,0,0,24fae784,0.0,0.0,0.0,0.0,0.0,DF
519,Antonee Robinson,DF,us United States,24,1.eng Fulham,1997,4,4,359,4.0,0,0,0,0,0,0,0,0,289601e6,0.0,0.0,0.0,0.0,0.0,N/A
520,Sergio Rochet,GK,uy Uruguay,29,1.uy Nacional,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,81b99b9e,0.0,0.0,0.0,0.0,0.0,N/A
521,Joe Rodon,DF,wls Wales,24,1.fr Rennes,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,8d62d31a,0.0,0.0,0.0,0.0,0.0,N/A
522,Rodri,DF,es Spain,25,1.eng Manchester City,1996,4,4,390,4.3,0,0,0,0,0,0,0,0,6434f10d,0.0,0.0,0.0,0.0,0.0,N/A
523,Charly Rodríguez,MF,mx Mexico,25,1.mx Cruz Azul,1997,2,0,34,0.4,0,0,0,0,0,0,0,0,f0acf582,0.0,0.0,0.0,0.0,0.0,N/A
524,Guido Rodríguez,MF,ar Argentina,28,1.es Real Betis,1994,1,1,56,0.6,0,0,0,0,0,0,0,0,34e393f2,0.0,0.0,0.0,0.0,0.0,N/A
525,Kevin Rodríguez,FW,ec Ecuador,22,,2000,2,0,2,0.0,0,0,0,0,0,0,0,0,189fb038,0.0,0.0,0.0,0.0,0.0,N/A
526,Ricardo Rodríguez,DF,ch Switzerland,29,1.it Torino,1992,4,4,359,4.0,0,0,0,0,0,0,0,0,7f78ad23,0.0,0.0,0.0,0.0,0.0,N/A
527,Rodrygo,MF,br Brazil,21,1.es Real Madrid,2001,5,1,181,2.0,0,1,1,0,0,0,0,0,8f5e92a6,0.5,0.5,0.0,0.0,0.5,N/A
528,Mohamed Ali Ben Romdhane,FW,tn Tunisia,22,1.tn Espérance Tunis,1999,1,1,73,0.8,0,0,0,0,0,0,0,0,b4db6d4d,0.0,0.0,0.0,0.0,0.0,N/A
529,Cristian Romero,DF,ar Argentina,24,1.eng Tottenham,1998,7,6,547,6.1,0,0,0,0,0,0,2,0,a3d94a58,0.0,0.0,0.0,0.0,0.0,N/A
530,Cristiano Ronaldo,FW,pt Portugal,37,1.eng Manchester Utd,1985,5,3,290,3.2,1,0,1,0,1,1,0,0,dea698d9,0.0,0.31,0.31,0.0,0.0,N/A
531,Marten de Roon,MF,nl Netherlands,31,1.it Atalanta,1991,5,3,184,2.0,0,0,0,0,0,0,0,0,2a1beb34,0.0,0.0,0.0,0.0,0.0,N/A
532,Kye Rowles,DF,au Australia,23,1.sct Hearts,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,8caf6772,0.0,0.0,0.0,0.0,0.0,N/A
533,Antonio Rüdiger,DF,de Germany,29,1.es Real Madrid,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,18b896d6,0.0,0.0,0.0,0.0,0.0,N/A
534,Bryan Ruiz,FW,cr Costa Rica,36,1.cr Alajuelense,1985,1,0,30,0.3,0,0,0,0,0,0,0,0,fa6292e2,0.0,0.0,0.0,0.0,0.0,MF
535,Mathew Ryan,GK,au Australia,30,1.dk FC Copenhagen,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,4535e4bb,0.0,0.0,0.0,0.0,0.0,N/A
536,Youssouf Sabaly,DF,sn Senegal,29,1.es Real Betis,1993,4,4,360,4.0,0,0,0,0,0,0,0,0,fbbb9269,0.0,0.0,0.0,0.0,0.0,N/A
537,Abdelhamid Sabiri,MF,ma Morocco,25,1.it Sampdoria,1996,5,2,181,2.0,0,1,1,0,0,0,1,0,4830e0af,0.5,0.5,0.0,0.0,0.5,N/A
538,Romain Saïss,DF,ma Morocco,32,1.tr Beşiktaş,1990,6,6,466,5.2,1,0,1,1,0,0,1,0,9fbbcf39,0.0,0.19,0.19,0.19,0.19,N/A
539,Bukayo Saka,FW,eng England,20,1.eng Arsenal,2001,4,4,288,3.2,3,0,3,3,0,0,0,0,bc7dc64d,0.0,0.94,0.94,0.94,0.94,MF
540,Hiroki Sakai,DF,jp Japan,32,1.jp Urawa Reds,1990,2,1,119,1.3,0,0,0,0,0,0,0,0,d63e2912,0.0,0.0,0.0,0.0,0.0,N/A
541,Youstin Salas,DF,cr Costa Rica,25,1.cr Saprissa,1996,2,0,47,0.5,0,0,0,0,0,0,0,0,055dd4d3,0.0,0.0,0.0,0.0,0.0,N/A
542,William Saliba,DF,fr France,21,1.eng Arsenal,2001,1,0,28,0.3,0,0,0,0,0,0,0,0,972aeb2a,0.0,0.0,0.0,0.0,0.0,N/A
543,Mohammed Salisu,DF,gh Ghana,23,1.eng Southampton,1999,3,3,270,3.0,1,0,1,1,0,0,0,0,0b33f6ad,0.0,0.33,0.33,0.33,0.33,N/A
544,Tarek Salman,DF,qa Qatar,24,1.qa Al Sadd,1997,1,0,8,0.1,0,0,0,0,0,0,0,0,420f4985,0.0,0.0,0.0,0.0,0.0,MF
545,Jorge Sánchez,DF,mx Mexico,24,1.nl Ajax,1997,2,2,175,1.9,0,0,0,0,0,0,1,0,c8d1c3a5,0.0,0.0,0.0,0.0,0.0,N/A
546,Alex Sandro,DF,br Brazil,31,1.it Juventus,1991,3,2,190,2.1,0,0,0,0,0,0,0,0,0d82903c,0.0,0.0,0.0,0.0,0.0,N/A
547,Leroy Sané,MF,de Germany,26,1.de Bayern Munich,1996,2,1,111,1.2,0,1,1,0,0,0,0,0,2b114be3,0.81,0.81,0.0,0.0,0.81,N/A
548,Na Sang-ho,MF,kr Korea Republic,25,1.kr FC Seoul,1996,2,1,119,1.3,0,0,0,0,0,0,0,0,6af38cdd,0.0,0.0,0.0,0.0,0.0,N/A
549,Pablo Sarabia,FW,es Spain,30,1.fr PSG,1992,1,0,3,0.0,0,0,0,0,0,0,0,0,9744ff80,0.0,0.0,0.0,0.0,0.0,MF
550,Josh Sargent,FW,us United States,22,2.eng Norwich City,2000,3,2,157,1.7,0,0,0,0,0,0,0,0,a8d4428b,0.0,0.0,0.0,0.0,0.0,N/A
551,Jeremy Sarmiento,MF,ec Ecuador,19,1.eng Brighton,2002,3,0,85,0.9,0,0,0,0,0,0,0,0,ac0d576d,0.0,0.0,0.0,0.0,0.0,N/A
552,Ismaila Sarr,MF,sn Senegal,24,2.eng Watford,1998,4,4,344,3.8,1,0,1,0,1,1,0,0,bfdb33aa,0.0,0.26,0.26,0.0,0.0,FW
553,Ferjani Sassi,DF,tn Tunisia,30,1.qa Al Duhail SC,1992,2,0,48,0.5,0,0,0,0,0,0,1,0,35bf6065,0.0,0.0,0.0,0.0,0.0,MF
554,Fabian Schär,DF,ch Switzerland,30,1.eng Newcastle,1991,2,2,135,1.5,0,0,0,0,0,0,2,0,c8aa95da,0.0,0.0,0.0,0.0,0.0,N/A
555,Nico Schlotterbeck,DF,de Germany,22,1.de Dortmund,1999,2,1,94,1.0,0,0,0,0,0,0,0,0,34e12499,0.0,0.0,0.0,0.0,0.0,N/A
556,Kasper Schmeichel,GK,dk Denmark,35,1.fr Nice,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,53af52f3,0.0,0.0,0.0,0.0,0.0,N/A
557,Haris Seferović,FW,ch Switzerland,30,1.tr Galatasaray,1992,3,0,71,0.8,0,0,0,0,0,0,0,0,a45eac1f,0.0,0.0,0.0,0.0,0.0,N/A
558,Alidu Seidu,MF,gh Ghana,22,1.fr Clermont Foot,2000,2,2,155,1.7,0,0,0,0,0,0,2,0,cea59f02,0.0,0.0,0.0,0.0,0.0,DF
559,Antoine Semenyo,FW,gh Ghana,22,2.eng Bristol City,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,efd2ec23,0.0,0.0,0.0,0.0,0.0,MF
560,Kim Seung-gyu,GK,kr Korea Republic,31,1.sa Al-Shabab,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,eabaafa6,0.0,0.0,0.0,0.0,0.0,N/A
561,Paik Seung-ho,MF,kr Korea Republic,25,1.kr Jeonbuk,1997,1,0,26,0.3,1,0,1,1,0,0,0,0,1e1bea09,0.0,3.46,3.46,3.46,3.46,N/A
562,Yasser Al-Shahrani,DF,sa Saudi Arabia,30,1.sa Al-Hilal,1992,1,1,89,1.0,0,0,0,0,0,0,0,0,251c164e,0.0,0.0,0.0,0.0,0.0,N/A
563,Xherdan Shaqiri,FW,ch Switzerland,30,1.us Chicago Fire,1991,3,3,229,2.5,1,1,2,1,0,0,0,0,6421ec64,0.39,0.79,0.39,0.39,0.79,MF
564,Riyadh Sharahili,MF,sa Saudi Arabia,29,1.sa Abha,1993,1,0,54,0.6,0,0,0,0,0,0,0,0,3e8326a9,0.0,0.0,0.0,0.0,0.0,N/A
565,Luke Shaw,DF,eng England,26,1.eng Manchester Utd,1995,5,5,424,4.7,0,1,1,0,0,0,0,0,9c94165b,0.21,0.21,0.0,0.0,0.21,N/A
566,Saad Al Sheeb,GK,qa Qatar,32,1.qa Al Sadd,1990,1,1,90,1.0,0,0,0,0,0,0,1,0,e00ad66a,0.0,0.0,0.0,0.0,0.0,N/A
567,Saleh Al-Shehri,FW,sa Saudi Arabia,28,1.sa Al-Hilal,1993,3,3,223,2.5,1,0,1,1,0,0,1,0,f4377d0f,0.0,0.4,0.4,0.4,0.4,N/A
568,André Silva,FW,pt Portugal,26,1.de RB Leipzig,1995,1,0,26,0.3,0,0,0,0,0,0,0,0,3effaa34,0.0,0.0,0.0,0.0,0.0,N/A
569,António Silva,DF,pt Portugal,18,1.pt Benfica,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,8f0435c7,0.0,0.0,0.0,0.0,0.0,N/A
570,Bernardo Silva,MF,pt Portugal,27,1.eng Manchester City,1994,5,4,356,4.0,0,0,0,0,0,0,0,0,3eb22ec9,0.0,0.0,0.0,0.0,0.0,N/A
571,Thiago Silva,DF,br Brazil,37,1.eng Chelsea,1984,4,4,390,4.3,0,1,1,0,0,0,0,0,86e7deaf,0.23,0.23,0.0,0.0,0.23,N/A
572,Unai Simón,GK,es Spain,25,1.es Athletic Club,1997,4,4,390,4.3,0,0,0,0,0,0,0,0,5dcf3e90,0.0,0.0,0.0,0.0,0.0,N/A
573,Xavi Simons,FW,nl Netherlands,19,1.nl PSV,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,da4d670f,0.0,0.0,0.0,0.0,0.0,MF
574,Ellyes Skhiri,MF,tn Tunisia,27,1.de Köln,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,c2211709,0.0,0.0,0.0,0.0,0.0,N/A
575,Michał Skóraś,MF,pl Poland,22,1.pl Lech Poznań,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,5a80aea3,0.0,0.0,0.0,0.0,0.0,N/A
576,Andreas Skov Olsen,FW,dk Denmark,22,1.be Club Brugge,1999,2,2,132,1.5,0,0,0,0,0,0,0,0,c50cee19,0.0,0.0,0.0,0.0,0.0,N/A
577,Robert Skov,FW,dk Denmark,26,1.de Hoffenheim,1996,1,0,22,0.2,0,0,0,0,0,0,1,0,ff98492b,0.0,0.0,0.0,0.0,0.0,MF
578,Naïm Sliti,FW,tn Tunisia,29,1.sa Al-Ettifaq,1992,2,1,114,1.3,0,0,0,0,0,0,0,0,2e0367a6,0.0,0.0,0.0,0.0,0.0,N/A
579,Carlos Soler,MF,es Spain,25,1.fr PSG,1997,2,0,92,1.0,1,0,1,1,0,0,0,0,fed17f5a,0.0,0.98,0.98,0.98,0.98,N/A
580,Yuki Soma,MF,jp Japan,25,1.jp Grampus,1997,1,1,81,0.9,0,0,0,0,0,0,0,0,e997f52f,0.0,0.0,0.0,0.0,0.0,N/A
581,Yann Sommer,GK,ch Switzerland,33,1.de Gladbach,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,420c18a1,0.0,0.0,0.0,0.0,0.0,N/A
582,Borna Sosa,DF,hr Croatia,24,1.de Stuttgart,1998,5,5,424,4.7,0,0,0,0,0,0,0,0,af0d79a9,0.0,0.0,0.0,0.0,0.0,N/A
583,Harry Souttar,DF,au Australia,23,2.eng Stoke City,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0a6cb1b1,0.0,0.0,0.0,0.0,0.0,N/A
584,Djibril Sow,MF,ch Switzerland,25,1.de Frankfurt,1997,4,4,264,2.9,0,1,1,0,0,0,0,0,4c6facae,0.34,0.34,0.0,0.0,0.34,N/A
585,Josip Stanišić,DF,hr Croatia,22,1.de Bayern Munich,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,7ed08d5c,0.0,0.0,0.0,0.0,0.0,N/A
586,Renato Steffen,FW,ch Switzerland,30,1.ch Lugano,1991,1,0,32,0.4,0,0,0,0,0,0,0,0,dd669209,0.0,0.0,0.0,0.0,0.0,MF
587,Raheem Sterling,MF,eng England,27,1.eng Chelsea,1994,3,2,149,1.7,1,1,2,1,0,0,0,0,b400bde0,0.6,1.21,0.6,0.6,1.21,FW
588,John Stones,DF,eng England,28,1.eng Manchester City,1994,5,5,434,4.8,0,0,0,0,0,0,0,0,5eecec3d,0.0,0.0,0.0,0.0,0.0,N/A
589,Luis Suárez,FW,uy Uruguay,35,1.uy Nacional,1987,3,2,146,1.6,0,1,1,0,0,0,1,0,a6154613,0.62,0.62,0.0,0.0,0.62,N/A
590,Niklas Süle,DF,de Germany,26,1.de Dortmund,1995,3,3,269,3.0,0,0,0,0,0,0,0,0,e33c06cf,0.0,0.0,0.0,0.0,0.0,N/A
591,Kamaldeen Sulemana,FW,gh Ghana,20,1.fr Rennes,2002,2,0,58,0.6,0,0,0,0,0,0,1,0,a62f8bf1,0.0,0.0,0.0,0.0,0.0,MF
592,Josip Šutalo,DF,hr Croatia,22,1.hr Dinamo Zagreb,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,33a6a650,0.0,0.0,0.0,0.0,0.0,N/A
593,Karol Świderski,MF,pl Poland,25,1.us Charlotte,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,41723204,0.0,0.0,0.0,0.0,0.0,N/A
594,Wojciech Szczęsny,GK,pl Poland,32,1.it Juventus,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,01b8a2b2,0.0,0.0,0.0,0.0,0.0,N/A
595,Damian Szymański,MF,pl Poland,26,1.gr AEK Athens,1995,1,0,29,0.3,0,0,0,0,0,0,0,0,e935dbbf,0.0,0.0,0.0,0.0,0.0,N/A
596,Sebastian Szymański,MF,pl Poland,23,1.nl Feyenoord,1999,2,2,134,1.5,0,0,0,0,0,0,0,0,bb718263,0.0,0.0,0.0,0.0,0.0,N/A
597,Dušan Tadić,MF,rs Serbia,33,1.nl Ajax,1988,3,3,257,2.9,0,2,2,0,0,0,0,0,2475dcc6,0.7,0.7,0.0,0.0,0.7,FW
